718.49963, 310.12844, 123.05534451026418, 538.38899, 311.19811
343.20191, 444.22274, 914.59595, 132.07677, 432.27815
393.13081, 393.15187, 772.58519, 762.48933, 410.12148
615.47491, 372.28702, 231.01109, 372.3106923973421, 345.275
390.29770295545103, 382.25869, 675.45914, 673.47972, 459.37914
281.17234, 156.02669, 733.52023, 428.3733, 360.21453
346.271564930679, 552.41039, 507.29287, 617.45401, 337.17737
476.43103, 645.39668, 725.47486, 531.38651, 502.24333
392.29227, 393.13081, 397.27124, 401.30253, 445.30592
707.44941, 427.28052, 369.25372, 304.21173, 501.42576
286.20129, 831.45459, 424.34201126431435, 810.48843, 796.54582
527.24409, 417.33255, 354.22725, 766.53508, 436.34196
399.3080109066375, 427.28052, 692.55833, 601.37111, 776.5194
802.53518, 473.34471, 332.25835, 502.29055, 746.56918
758.56891, 571.38106, 468.37955, 497.21411, 262.16484
601.39183, 404.2770851277154, 420.39474, 424.34201126431435, 364.2609694315088
357.25357, 280.09199546866404, 416.2277218701783, 375.21428, 409.12573
401.33717, 675.40736, 471.32909, 473.34471, 457.34981
875.48131, 719.50457, 493.27699, 313.17774, 497.32176
339.19303, 443.35165, 763.50995, 372.3106923973421, 286.14354520601165
661.53583, 552.41039, 655.45422, 249.0757573508277, 422.28735
776.5194, 841.54747, 457.30605, 337.17737, 429.33625
316.21183, 382.25869, 703.41755, 677.47573, 428.3733
164.00827, 684.43667, 410.12148, 765.41777, 469.43607
388.35493, 393.13081, 311.19811, 297.21745, 418.36788
749.44396, 426.37032, 399.30066, 290.26908, 462.34241
167.10425, 273.16729, 424.34201126431435, 504.30593, 403.28037
476.43103, 530.34498, 313.17774, 503.3582, 112.08693
791.50996, 370.34244, 354.22725, 661.53583, 285.17845
802.53518, 291.17202, 467.31139, 295.05763, 601.39183
410.37414, 571.38106, 468.37955, 689.49515, 399.21416
503.33396, 890.57284, 397.23486, 746.49492, 364.2609694315088
346.05101, 443.3341868042922, 123.05534451026418, 401.31625, 400.34208
479.2613, 596.43642, 471.32909, 132.07677, 204.12302
413.19318, 629.41723, 605.4231912355522, 332.29223, 719.50457
339.0921, 246.24289, 763.50995, 451.17228, 541.37099
661.53583, 552.41039, 279.15671, 506.3222, 601.39183
281.17234, 356.32721, 267.08634, 536.4159, 429.33625
489.31861, 705.50671, 501.42576, 404.35221, 501.35475
540.3867, 662.54788, 543.15307, 300.21684596607633, 431.29038
615.47491, 413.19318, 508.38394, 304.21173, 384.27479
612.4466, 439.31879, 458.34736, 304.21173, 246.24289
296.18308, 605.40195, 499.37411, 448.37847, 796.54582
527.24409, 417.33255, 443.3341868042922, 457.34981, 678.47855
381.07934, 535.32391, 762.48933, 390.29770295545103, 424.34201126431435
802.53518, 598.43118, 346.05101, 372.27464, 647.42783
236.06423, 806.56629, 468.37955, 209.11465, 262.16484
233.04224, 260.18555, 390.22507, 530.34498, 320.2584
